Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
10900_8#40,2012,Slovenia,Europe,S,0.75,0.023,0.047,0.023,2,1.5,21,171,0.75,0.023,0.047,0.023,2,1.5,-0.415037499,-5.442222329,-4.411195433,-5.442222329,1,0.584962501,0,0,0,0,1,1
10900_8#41,2012,Slovenia,Europe,S,4,0.004,0.003,0.016,0.5,0.19,1313,120,4,0.004,0.003,0.016,0.5,0.19,2,-7.965784285,-8.380821784,-5.965784285,-1,-2.395928676,1,0,0,0,0,0
10900_8#42,2012,Slovenia,Europe,S,0.5,32,0.094,0.19,2,1.5,1407,127,0.5,32,0.094,0.19,2,1.5,-1,5,-3.411195433,-2.395928676,1,0.584962501,0,1,0,0,1,1
10900_8#43,2012,Slovenia,Europe,R,0.094,32,0.008,0.016,32,8,8662,432,0.094,32,0.008,0.016,32,8,-3.411195433,5,-6.965784285,-5.965784285,5,3,0,1,0,0,1,1
10900_8#44,2012,Slovenia,Europe,S,12,32,0.012,0.016,2,0.38,2997,207,12,32,0.012,0.016,2,0.38,3.584962501,5,-6.380821784,-5.965784285,1,-1.395928676,1,1,0,0,1,0
10900_8#45,1979,Thailand,Asia,R,0.064,0.002,0.003,0.016,0.5,32,172,150,0.064,0.002,0.003,0.016,0.5,32,-3.965784285,-8.965784285,-8.380821784,-5.965784285,-1,5,0,0,0,0,0,1
10900_8#48,1996,Australia,Oceania,R,0.38,24,0.023,0.016,3,32,904,435,0.38,24,0.023,0.016,3,32,-1.395928676,4.584962501,-5.442222329,-5.965784285,1.584962501,5,0,1,0,0,1,1
10900_8#49,1997,Australia,Oceania,S,0.25,0.75,0.032,0.032,3,3,270,195,0.25,0.75,0.032,0.032,3,3,-2,-0.415037499,-4.965784285,-4.965784285,1.584962501,1.584962501,0,0,0,0,1,1
10900_8#5,2011,Belarus,Europe,S,1,12,0.012,0.016,1.5,0.75,1407,127,1,12,0.012,0.016,1.5,0.75,0,3.584962501,-6.380821784,-5.965784285,0.584962501,-0.415037499,0,1,0,0,1,0
10900_8#50,1997,Japan,Asia,S,0.5,0.5,0.047,0.064,3,1,4093,284,0.5,0.5,0.047,0.064,3,1,-1,-1,-4.411195433,-3.965784285,1.584962501,0,0,0,0,0,1,0
10900_8#51,1997,Japan,Asia,S,0.75,0.25,0.094,0.125,2,3,4127,289,0.75,0.25,0.094,0.125,2,3,-0.415037499,-2,-3.411195433,-3,1,1.584962501,0,0,0,0,1,1
10900_8#52,1998,Japan,Asia,S,0.5,0.38,0.016,0.016,2,0.75,4123,288,0.5,0.38,0.016,0.016,2,0.75,-1,-1.395928676,-5.965784285,-5.965784285,1,-0.415037499,0,0,0,0,1,0
10900_8#53,1998,Japan,Asia,S,0.38,0.5,0.094,0.094,2,3,4068,279,0.38,0.5,0.094,0.094,2,3,-1.395928676,-1,-3.411195433,-3.411195433,1,1.584962501,0,0,0,0,1,1
10900_8#54,1998,China,Asia,S,0.25,0.38,0.006,0.016,2,0.38,1085,7,0.25,0.38,0.006,0.016,2,0.38,-2,-1.395928676,-7.380821784,-5.965784285,1,-1.395928676,0,0,0,0,1,0
10900_8#55,1998,China,Asia,S,0.19,32,0.016,0.023,1.5,0.75,-,1,0.19,32,0.016,0.023,1.5,0.75,-2.395928676,5,-5.965784285,-5.442222329,0.584962501,-0.415037499,0,1,0,0,1,0
10900_8#56,1998,China,Asia,S,0.094,16,0.016,0.016,2,1.5,-,1,0.094,16,0.016,0.016,2,1.5,-3.411195433,4,-5.965784285,-5.965784285,1,0.584962501,0,1,0,0,1,1
10900_8#57,1998,China,Asia,S,0.19,0.25,0.016,0.023,2,1,-,1,0.19,0.25,0.016,0.023,2,1,-2.395928676,-2,-5.965784285,-5.442222329,1,0,0,0,0,0,1,0
10900_8#58,1998,HongKong,Asia,S,0.094,6,0.023,0.016,1,1.5,-,1,0.094,6,0.023,0.016,1,1.5,-3.411195433,2.584962501,-5.442222329,-5.965784285,0,0.584962501,0,1,0,0,0,1
10900_8#59,1998,Indonesia,Asia,R,0.094,0.002,0.003,0.016,24,32,-,1,0.094,0.002,0.003,0.016,24,32,-3.411195433,-8.965784285,-8.380821784,-5.965784285,4.584962501,5,0,0,0,0,1,1
10900_8#6,2011,Germany,Europe,S,0.19,32,0.5,0.75,3,2,1407,127,0.19,32,0.5,0.75,3,2,-2.395928676,5,-1,-0.415037499,1.584962501,1,0,1,0,0,1,1
10900_8#60,1998,Indonesia,Asia,S,0.032,0.002,0.002,0.016,16,0.125,1691,148,0.032,0.002,0.002,0.016,16,0.125,-4.965784285,-8.965784285,-8.965784285,-5.965784285,4,-3,0,0,0,0,1,0
10900_8#61,1998,Indonesia,Asia,R,0.023,0.002,0.002,0.016,16,4,-,1,0.023,0.002,0.002,0.016,16,4,-5.442222329,-8.965784285,-8.965784285,-5.965784285,4,2,0,0,0,0,1,1
10900_8#62,1998,Malaysia,Asia,R,0.25,6,0.008,0.016,1.5,128,147,134,0.25,6,0.008,0.016,1.5,128,-2,2.584962501,-6.965784285,-5.965784285,0.584962501,7,0,1,0,0,1,1
10900_8#63,1998,Malaysia,Asia,S,0.016,4,0.002,0.016,0.5,0.125,8804,433,0.016,4,0.002,0.016,0.5,0.125,-5.965784285,2,-8.965784285,-5.965784285,-1,-3,0,1,0,0,0,0
10900_8#64,1998,Philippines,Asia,R,0.032,0.003,0.002,0.016,0.38,3,-,1,0.032,0.003,0.002,0.016,0.38,3,-4.965784285,-8.380821784,-8.965784285,-5.965784285,-1.395928676,1.584962501,0,0,0,0,0,1
10900_8#65,1998,Philippines,Asia,S,0.25,0.38,0.004,0.016,1.5,0.38,1085,7,0.25,0.38,0.004,0.016,1.5,0.38,-2,-1.395928676,-7.965784285,-5.965784285,0.584962501,-1.395928676,0,0,0,0,1,0
10900_8#66,1998,Philippines,Asia,R,0.19,0.38,0.006,0.016,2,16,1083,6,0.19,0.38,0.006,0.016,2,16,-2.395928676,-1.395928676,-7.380821784,-5.965784285,1,4,0,0,0,0,1,1
10900_8#67,1998,Philippines,Asia,S,0.19,0.75,0.003,0.016,0.75,0.25,568,340,0.19,0.75,0.003,0.016,0.75,0.25,-2.395928676,-0.415037499,-8.380821784,-5.965784285,-0.415037499,-2,0,0,0,0,0,0
10900_8#68,1998,Philippines,Asia,S,0.19,0.75,0.003,0.016,1,0.25,568,340,0.19,0.75,0.003,0.016,1,0.25,-2.395928676,-0.415037499,-8.380821784,-5.965784285,0,-2,0,0,0,0,0,0
10900_8#69,1998,Philippines,Asia,R,0.125,0.25,0.004,0.016,1.5,24,1083,6,0.125,0.25,0.004,0.016,1.5,24,-3,-2,-7.965784285,-5.965784285,0.584962501,4.584962501,0,0,0,0,1,1
10900_8#7,2011,France,Europe,S,0.38,32,2,3,2,1,1407,127,0.38,32,2,3,2,1,-1.395928676,5,1,1.584962501,1,0,0,1,1,1,1,0
10900_8#70,1998,Philippines,Asia,R,0.032,0.002,0.002,0.016,12,4,-,1,0.032,0.002,0.002,0.016,12,4,-4.965784285,-8.965784285,-8.965784285,-5.965784285,3.584962501,2,0,0,0,0,1,1
10900_8#71,1998,Philippines,Asia,R,0.032,1.5,0.003,0.016,0.38,12,-,1,0.032,1.5,0.003,0.016,0.38,12,-4.965784285,0.584962501,-8.380821784,-5.965784285,-1.395928676,3.584962501,0,1,0,0,0,1
10900_8#72,1998,Philippines,Asia,R,0.023,0.002,0.002,0.016,0.5,4,-,1,0.023,0.002,0.002,0.016,0.5,4,-5.442222329,-8.965784285,-8.965784285,-5.965784285,-1,2,0,0,0,0,0,1
10900_8#73,1998,Thailand,Asia,S,0.125,0.012,0.008,0.016,2,0.38,-,1,0.125,0.012,0.008,0.016,2,0.38,-3,-6.380821784,-6.965784285,-5.965784285,1,-1.395928676,0,0,0,0,1,0
10900_8#74,1998,Thailand,Asia,S,0.064,0.25,0.006,0.016,32,0.38,3427,237,0.064,0.25,0.006,0.016,32,0.38,-3.965784285,-2,-7.380821784,-5.965784285,5,-1.395928676,0,0,0,0,1,0
10900_8#75,1998,Thailand,Asia,R,0.125,0.125,0.006,0.016,32,24,10855,8,0.125,0.125,0.006,0.016,32,24,-3,-3,-7.380821784,-5.965784285,5,4.584962501,0,0,0,0,1,1
10900_8#76,1998,Thailand,Asia,S,0.094,0.064,0.004,0.016,24,0.5,-,1,0.094,0.064,0.004,0.016,24,0.5,-3.411195433,-3.965784285,-7.965784285,-5.965784285,4.584962501,-1,0,0,0,0,1,0
10900_8#77,1998,Thailand,Asia,S,0.125,0.008,0.008,0.016,256,1,-,1,0.125,0.008,0.008,0.016,256,1,-3,-6.965784285,-6.965784285,-5.965784285,8,0,0,0,0,0,1,0
10900_8#78,1998,Thailand,Asia,R,0.047,0.002,0.004,0.016,0.5,16,-,1,0.047,0.002,0.004,0.016,0.5,16,-4.411195433,-8.965784285,-7.965784285,-5.965784285,-1,4,0,0,0,0,0,1
10900_8#79,1998,Thailand,Asia,R,0.19,0.125,0.006,0.016,2,96,3032,208,0.19,0.125,0.006,0.016,2,96,-2.395928676,-3,-7.380821784,-5.965784285,1,6.584962501,0,0,0,0,1,1
10900_8#80,1998,Thailand,Asia,S,0.023,0.047,0.002,0.016,0.38,0.094,-,1,0.023,0.047,0.002,0.016,0.38,0.094,-5.442222329,-4.411195433,-8.965784285,-5.965784285,-1.395928676,-3.411195433,0,0,0,0,0,0
10900_8#81,1998,Thailand,Asia,S,0.064,0.25,0.023,0.016,1,1.5,3033,209,0.064,0.25,0.023,0.016,1,1.5,-3.965784285,-2,-5.442222329,-5.965784285,0,0.584962501,0,0,0,0,0,1
11792_4#11,2011,Vietnam,Asia,S,0.094,3,0.012,0.016,96,1,7139,385,0.094,3,0.012,0.016,96,1,-3.411195433,1.584962501,-6.380821784,-5.965784285,6.584962501,0,0,1,0,0,1,0
11792_4#12,2011,Vietnam,Asia,S,0.38,32,0.047,0.023,0.75,0.75,7724,406,0.38,32,0.047,0.023,0.75,0.75,-1.395928676,5,-4.411195433,-5.442222329,-0.415037499,-0.415037499,0,1,0,0,0,0
11792_4#13,2011,Vietnam,Asia,S,0.25,32,0.064,0.047,256,2,7154,386,0.25,32,0.064,0.047,256,2,-2,5,-3.965784285,-4.411195433,8,1,0,1,0,0,1,1
11792_4#14,2011,Vietnam,Asia,R,0.25,32,0.125,0.064,96,32,7741,407,0.25,32,0.125,0.064,96,32,-2,5,-3,-3.965784285,6.584962501,5,0,1,0,0,1,1
11792_4#15,2011,Vietnam,Asia,R,0.75,32,0.19,0.094,2,32,4676,311,0.75,32,0.19,0.094,2,32,-0.415037499,5,-2.395928676,-3.411195433,1,5,0,1,0,0,1,1
11792_4#2,2011,Pakistan,Asia,R,0.047,3,0.012,0.016,16,6,6078,353,0.047,3,0.012,0.016,16,6,-4.411195433,1.584962501,-6.380821784,-5.965784285,4,2.584962501,0,1,0,0,1,1
11792_4#26,1989,Gambia,Africa,S,0.064,0.002,0.002,0.016,0.094,0.023,179,158,0.064,0.002,0.002,0.016,0.094,0.023,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-3.411195433,-5.442222329,0,0,0,0,0,0
11792_4#27,1990,South_Africa,Africa,R,0.19,0.008,0.023,0.023,128,32,181,160,0.19,0.008,0.023,0.023,128,32,-2.395928676,-6.965784285,-5.442222329,-5.442222329,7,5,0,0,0,0,1,1
11792_4#28,1991,South_Africa,Africa,S,0.064,0.002,0.002,0.016,0.125,0.016,182,161,0.064,0.002,0.002,0.016,0.125,0.016,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-3,-5.965784285,0,0,0,0,0,0
11792_4#29,1991,South_Africa,Africa,S,0.032,0.002,0.002,0.016,0.5,0.125,183,162,0.032,0.002,0.002,0.016,0.5,0.125,-4.965784285,-8.965784285,-8.965784285,-5.965784285,-1,-3,0,0,0,0,0,0
11792_4#3,2011,Pakistan,Asia,S,0.38,0.75,0.023,0.023,1,1.5,6320,369,0.38,0.75,0.023,0.023,1,1.5,-1.395928676,-0.415037499,-5.442222329,-5.442222329,0,0.584962501,0,0,0,0,0,1
11792_4#30,1992,Tanzania,Africa,S,0.064,0.002,0.002,0.016,0.5,0.016,184,163,0.064,0.002,0.002,0.016,0.5,0.016,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-1,-5.965784285,0,0,0,0,0,0
11792_4#32,1998,CaboVerde,Africa,R,0.016,0.002,0.002,0.016,16,12,758,402,0.016,0.002,0.002,0.016,16,12,-5.965784285,-8.965784285,-8.965784285,-5.965784285,4,3.584962501,0,0,0,0,1,1
11792_4#33,1998,CaboVerde,Africa,R,0.016,0.002,0.002,0.016,24,8,-,1,0.016,0.002,0.002,0.016,24,8,-5.965784285,-8.965784285,-8.965784285,-5.965784285,4.584962501,3,0,0,0,0,1,1
11792_4#34,1998,Gambia,Africa,R,0.032,0.002,0.004,0.016,24,4,3187,225,0.032,0.002,0.004,0.016,24,4,-4.965784285,-8.965784285,-7.965784285,-5.965784285,4.584962501,2,0,0,0,0,1,1
11792_4#35,1998,Gambia,Africa,R,0.047,0.002,0.006,0.016,8,3,3187,225,0.047,0.002,0.006,0.016,8,3,-4.411195433,-8.965784285,-7.380821784,-5.965784285,3,1.584962501,0,0,0,0,1,1
11792_4#36,1998,Gambia,Africa,S,0.023,0.003,0.002,0.016,0.75,0.094,3188,226,0.023,0.003,0.002,0.016,0.75,0.094,-5.442222329,-8.380821784,-8.965784285,-5.965784285,-0.415037499,-3.411195433,0,0,0,0,0,0
11792_4#37,1998,Marocko,Africa,S,0.125,0.008,0.004,0.016,1.5,0.5,1247,17,0.125,0.008,0.004,0.016,1.5,0.5,-3,-6.965784285,-7.965784285,-5.965784285,0.584962501,-1,0,0,0,0,1,0
11792_4#38,1998,Marocko,Africa,S,0.25,0.016,0.016,0.016,2,2,-,1,0.25,0.016,0.016,0.016,2,2,-2,-5.965784285,-5.965784285,-5.965784285,1,1,0,0,0,0,1,1
11792_4#39,1998,Tanzania,Africa,S,0.032,0.003,0.003,0.016,24,0.094,-,1,0.032,0.003,0.003,0.016,24,0.094,-4.965784285,-8.380821784,-8.380821784,-5.965784285,4.584962501,-3.411195433,0,0,0,0,1,0
11792_4#4,2011,Pakistan,Asia,S,0.38,0.75,0.023,0.023,0.75,1.5,6320,369,0.38,0.75,0.023,0.023,0.75,1.5,-1.395928676,-0.415037499,-5.442222329,-5.442222329,-0.415037499,0.584962501,0,0,0,0,0,1
11792_4#40,1999,Uganda,Africa,S,0.032,0.002,0.003,0.016,24,0.125,-,1,0.032,0.002,0.003,0.016,24,0.125,-4.965784285,-8.965784285,-8.380821784,-5.965784285,4.584962501,-3,0,0,0,0,1,0
11792_4#41,1999,Angola,Africa,S,0.094,0.003,0.002,0.016,0.125,0.25,41,285,0.094,0.003,0.002,0.016,0.125,0.25,-3.411195433,-8.380821784,-8.965784285,-5.965784285,-3,-2,0,0,0,0,0,0
11792_4#42,1999,Gambia,Africa,S,0.064,0.002,0.002,0.016,0.25,0.19,231,183,0.064,0.002,0.002,0.016,0.25,0.19,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-2,-2.395928676,0,0,0,0,0,0
11792_4#44,1999,Guinea,Africa,R,0.023,0.002,0.002,0.016,32,32,-,1,0.023,0.002,0.002,0.016,32,32,-5.442222329,-8.965784285,-8.965784285,-5.965784285,5,5,0,0,0,0,1,1
11792_4#45,1999,Marocko,Africa,S,0.032,0.002,0.002,0.016,0.5,0.125,-,1,0.032,0.002,0.002,0.016,0.5,0.125,-4.965784285,-8.965784285,-8.965784285,-5.965784285,-1,-3,0,0,0,0,0,0
11792_4#46,2007,GuineaBissau,Africa,R,0.047,0.003,0.002,0.016,12,6,3176,217,0.047,0.003,0.002,0.016,12,6,-4.411195433,-8.380821784,-8.965784285,-5.965784285,3.584962501,2.584962501,0,0,0,0,1,1
11792_4#47,2007,GuineaBissau,Africa,R,0.064,0.003,0.003,0.016,12,12,3176,217,0.064,0.003,0.003,0.016,12,12,-3.965784285,-8.380821784,-8.380821784,-5.965784285,3.584962501,3.584962501,0,0,0,0,1,1
11792_4#48,2007,GuineaBissau,Africa,R,0.047,0.002,0.003,0.016,8,2,3187,225,0.047,0.002,0.003,0.016,8,2,-4.411195433,-8.965784285,-8.380821784,-5.965784285,3,1,0,0,0,0,1,1
11792_4#49,2007,GuineaBissau,Africa,R,0.047,0.003,0.002,0.016,16,8,3176,217,0.047,0.003,0.002,0.016,16,8,-4.411195433,-8.380821784,-8.965784285,-5.965784285,4,3,0,0,0,0,1,1
11792_4#5,2011,Pakistan,Asia,R,0.094,1,0.004,0.016,12,1,6079,354,0.094,1,0.004,0.016,12,1,-3.411195433,0,-7.965784285,-5.965784285,3.584962501,0,0,0,0,0,1,0
11792_4#50,2007,GuineaBissau,Africa,S,0.125,0.003,0.003,0.016,0.25,0.125,783,408,0.125,0.003,0.003,0.016,0.25,0.125,-3,-8.380821784,-8.380821784,-5.965784285,-2,-3,0,0,0,0,0,0
11792_4#51,2007,GuineaBissau,Africa,R,0.064,0.003,0.003,0.016,16,12,3176,217,0.064,0.003,0.003,0.016,16,12,-3.965784285,-8.380821784,-8.380821784,-5.965784285,4,3.584962501,0,0,0,0,1,1
11792_4#52,2007,GuineaBissau,Africa,R,0.064,0.004,0.003,0.016,12,16,3177,218,0.064,0.004,0.003,0.016,12,16,-3.965784285,-7.965784285,-8.380821784,-5.965784285,3.584962501,4,0,0,0,0,1,1
11792_4#53,2007,GuineaBissau,Africa,R,0.047,0.002,0.002,0.016,8,4,3178,219,0.047,0.002,0.002,0.016,8,4,-4.411195433,-8.965784285,-8.965784285,-5.965784285,3,2,0,0,0,0,1,1
11792_4#54,2007,GuineaBissau,Africa,R,0.094,0.003,0.004,0.016,0.38,8,783,408,0.094,0.003,0.004,0.016,0.38,8,-3.411195433,-8.380821784,-7.965784285,-5.965784285,-1.395928676,3,0,0,0,0,0,1
11792_4#55,2007,GuineaBissau,Africa,R,0.064,0.003,0.002,0.016,24,12,3176,217,0.064,0.003,0.002,0.016,24,12,-3.965784285,-8.380821784,-8.965784285,-5.965784285,4.584962501,3.584962501,0,0,0,0,1,1
11792_4#56,2007,GuineaBissau,Africa,R,0.094,0.002,0.003,0.016,0.5,32,783,408,0.094,0.002,0.003,0.016,0.5,32,-3.411195433,-8.965784285,-8.380821784,-5.965784285,-1,5,0,0,0,0,0,1
11792_4#57,2007,GuineaBissau,Africa,S,0.047,0.002,0.002,0.016,0.5,0.125,783,408,0.047,0.002,0.002,0.016,0.5,0.125,-4.411195433,-8.965784285,-8.965784285,-5.965784285,-1,-3,0,0,0,0,0,0
11792_4#58,2007,GuineaBissau,Africa,R,0.064,0.002,0.002,0.016,24,12,3179,220,0.064,0.002,0.002,0.016,24,12,-3.965784285,-8.965784285,-8.965784285,-5.965784285,4.584962501,3.584962501,0,0,0,0,1,1
11792_4#59,2007,GuineaBissau,Africa,R,0.25,0.002,0.002,0.016,16,4,3377,235,0.25,0.002,0.002,0.016,16,4,-2,-8.965784285,-8.965784285,-5.965784285,4,2,0,0,0,0,1,1
11792_4#6,2011,Pakistan,Asia,S,0.38,2,0.032,0.047,1.5,1,6321,370,0.38,2,0.032,0.047,1.5,1,-1.395928676,1,-4.965784285,-4.411195433,0.584962501,0,0,1,0,0,1,0
11792_4#60,2007,GuineaBissau,Africa,R,0.032,0.002,0.002,0.016,8,8,3180,221,0.032,0.002,0.002,0.016,8,8,-4.965784285,-8.965784285,-8.965784285,-5.965784285,3,3,0,0,0,0,1,1
11792_4#61,2007,GuineaBissau,Africa,S,0.032,2,0.002,0.016,16,0.047,5302,328,0.032,2,0.002,0.016,16,0.047,-4.965784285,1,-8.965784285,-5.965784285,4,-4.411195433,0,1,0,0,1,0
11792_4#62,2007,GuineaBissau,Africa,R,0.125,0.006,0.003,0.016,64,6,3182,222,0.125,0.006,0.003,0.016,64,6,-3,-7.380821784,-8.380821784,-5.965784285,6,2.584962501,0,0,0,0,1,1
11792_4#63,2007,GuineaBissau,Africa,S,0.032,0.002,0.002,0.016,16,0.064,3188,226,0.032,0.002,0.002,0.016,16,0.064,-4.965784285,-8.965784285,-8.965784285,-5.965784285,4,-3.965784285,0,0,0,0,1,0
11792_4#64,2007,GuineaBissau,Africa,R,0.094,0.003,0.002,0.016,24,4,3183,223,0.094,0.003,0.002,0.016,24,4,-3.411195433,-8.380821784,-8.965784285,-5.965784285,4.584962501,2,0,0,0,0,1,1
11792_4#69,2007,GuineaBissau,Africa,S,0.125,1.5,0.002,0.016,24,0.125,3186,224,0.125,1.5,0.002,0.016,24,0.125,-3,0.584962501,-8.965784285,-5.965784285,4.584962501,-3,0,1,0,0,1,0
11792_4#70,2007,GuineaBissau,Africa,S,0.064,0.003,0.002,0.016,0.5,0.064,3176,217,0.064,0.003,0.002,0.016,0.5,0.064,-3.965784285,-8.380821784,-8.965784285,-5.965784285,-1,-3.965784285,0,0,0,0,0,0
11792_4#71,2007,GuineaBissau,Africa,R,0.064,0.002,0.002,0.016,0.5,3,2187,176,0.064,0.002,0.002,0.016,0.5,3,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-1,1.584962501,0,0,0,0,0,1
11792_4#72,2007,GuineaBissau,Africa,S,0.064,0.002,0.003,0.016,12,0.094,3376,234,0.064,0.002,0.003,0.016,12,0.094,-3.965784285,-8.965784285,-8.380821784,-5.965784285,3.584962501,-3.411195433,0,0,0,0,1,0
11792_4#73,2007,GuineaBissau,Africa,R,0.047,0.003,0.003,0.016,16,6,3182,222,0.047,0.003,0.003,0.016,16,6,-4.411195433,-8.380821784,-8.380821784,-5.965784285,4,2.584962501,0,0,0,0,1,1
12045_8#76,1998,Saudi_Arabia,Asia,S,0.064,0.008,0.023,0.016,2,1.5,-,1,0.064,0.008,0.023,0.016,2,1.5,-3.965784285,-6.965784285,-5.442222329,-5.965784285,1,0.584962501,0,0,0,0,1,1
12045_8#77,2012,Spain,Europe,S,0.75,32,2,4,4,0.75,1407,127,0.75,32,2,4,4,0.75,-0.415037499,5,1,2,2,-0.415037499,0,1,1,1,1,0
12045_8#78,2002,UK,Europe,S,0.094,0.002,0.002,0.016,0.19,0.032,261,194,0.094,0.002,0.002,0.016,0.19,0.032,-3.411195433,-8.965784285,-8.965784285,-5.965784285,-2.395928676,-4.965784285,0,0,0,0,0,0
12082_1#19,2009,Norway,Europe,S,0.19,12,0.006,0.016,1,1,292,203,0.19,12,0.006,0.016,1,1,-2.395928676,3.584962501,-7.380821784,-5.965784285,0,0,0,1,0,0,0,0
12082_1#20,2010,Slovenia,Europe,S,0.5,32,0.125,0.125,2,3,1407,127,0.5,32,0.125,0.125,2,3,-1,5,-3,-3,1,1.584962501,0,1,0,0,1,1
12082_1#21,2012,Poland,Europe,S,6,32,0.032,0.047,0.75,0.75,1407,127,6,32,0.032,0.047,0.75,0.75,2.584962501,5,-4.965784285,-4.411195433,-0.415037499,-0.415037499,1,1,0,0,0,0
12082_1#22,1999,Japan,Asia,S,0.38,0.5,0.094,0.125,3,2,4062,278,0.38,0.5,0.094,0.125,3,2,-1.395928676,-1,-3.411195433,-3,1.584962501,1,0,0,0,0,1,1
12273_1#63,2012,Ivory_Coast,Africa,R,0.094,0.125,0.003,0.008,16,32,9902,450,0.094,0.125,0.003,0.008,16,32,-3.411195433,-3,-8.380821784,-6.965784285,4,5,0,0,0,0,1,1
12273_1#64,2012,Ivory_Coast,Africa,R,0.047,0.125,0.004,0.008,12,32,8525,428,0.047,0.125,0.004,0.008,12,32,-4.411195433,-3,-7.965784285,-6.965784285,3.584962501,5,0,0,0,0,1,1
8289_2#1,2009,USA,America,S,1,16,0.125,0.25,4,4,1407,127,1,16,0.125,0.25,4,4,0,4,-3,-2,2,2,0,1,0,0,1,1
8289_2#2,2009,USA,America,S,1,16,0.03,0.015,4,1,6712,376,1,16,0.03,0.015,4,1,0,4,-5.058893689,-6.058893689,2,0,0,1,0,0,1,0
8289_2#3,2009,USA,America,S,1,16,0.125,0.25,4,4,1407,127,1,16,0.125,0.25,4,4,0,4,-3,-2,2,2,0,1,0,0,1,1
8289_2#4,2009,USA,America,S,1,16,0.03,0.015,4,2,-,1,1,16,0.03,0.015,4,2,0,4,-5.058893689,-6.058893689,2,1,0,1,0,0,1,1
8289_2#5,2009,USA,America,S,1,16,0.06,0.5,4,4,-,1,1,16,0.06,0.5,4,4,0,4,-4.058893689,-1,2,2,0,1,0,0,1,1
8289_2#6,2009,USA,America,S,1,8,0.03,0.015,1,2,2265,180,1,8,0.03,0.015,1,2,0,3,-5.058893689,-6.058893689,0,1,0,1,0,0,0,1
8289_2#7,2009,USA,America,S,0.5,16,0.06,0.25,2,2,4986,316,0.5,16,0.06,0.25,2,2,-1,4,-4.058893689,-2,1,1,0,1,0,0,1,1
8289_2#8,2009,USA,America,S,0.25,1,0.008,0.015,16,0.5,-,1,0.25,1,0.008,0.015,16,0.5,-2,0,-6.965784285,-6.058893689,4,-1,0,0,0,0,1,0
8289_2#9,2009,USA,America,S,0.25,0.004,0.032,0.063,2,1,359,243,0.25,0.004,0.032,0.063,2,1,-2,-7.965784285,-4.965784285,-3.988504361,1,0,0,0,0,0,1,0
8289_2#10,2009,USA,America,S,0.5,0.015,0.015,0.015,0.5,0.25,-,1,0.5,0.015,0.015,0.015,0.5,0.25,-1,-6.058893689,-6.058893689,-6.058893689,-1,-2,0,0,0,0,0,0
8289_2#12,2009,USA,America,S,0.25,0.015,0.06,0.06,0.5,1,-,1,0.25,0.015,0.06,0.06,0.5,1,-2,-6.058893689,-4.058893689,-4.058893689,-1,0,0,0,0,0,0,0
9716_3#43,2009,USA,America,S,0.25,0.004,0.032,0.063,,,-,1,0.25,0.004,0.032,0.063,NA,NA,-2,-7.965784285,-4.965784285,-3.988504361,NA,NA,0,0,0,0,NA,NA
8289_2#14,2009,USA,America,S,0.5,0.015,0.06,0.06,,,-,1,0.5,0.015,0.06,0.06,NA,NA,-1,-6.058893689,-4.058893689,-4.058893689,NA,NA,0,0,0,0,NA,NA
9716_3#44,2009,USA,America,S,0.25,0.004,0.032,0.063,,,-,1,0.25,0.004,0.032,0.063,NA,NA,-2,-7.965784285,-4.965784285,-3.988504361,NA,NA,0,0,0,0,NA,NA
9716_3#45,2009,USA,America,S,0.25,0.015,0.06,0.06,,,-,1,0.25,0.015,0.06,0.06,NA,NA,-2,-6.058893689,-4.058893689,-4.058893689,NA,NA,0,0,0,0,NA,NA
8289_2#17,2009,USA,America,S,1,32,0.06,0.25,4,4,1407,127,1,32,0.06,0.25,4,4,0,5,-4.058893689,-2,2,2,0,1,0,0,1,1
8289_2#18,2009,USA,America,S,8,0.015,0.008,0.015,1,0.25,2992,206,8,0.015,0.008,0.015,1,0.25,3,-6.058893689,-6.965784285,-6.058893689,0,-2,1,0,0,0,0,0
8289_2#19,2009,USA,America,S,1,32,0.06,0.25,4,4,1407,127,1,32,0.06,0.25,4,4,0,5,-4.058893689,-2,2,2,0,1,0,0,1,1
8289_2#20,2009,USA,America,S,0.5,2,0.008,0.015,0.5,1,286,199,0.5,2,0.008,0.015,0.5,1,-1,1,-6.965784285,-6.058893689,-1,0,0,1,0,0,0,0
8289_2#21,2009,USA,America,S,1,32,0.06,0.25,2,4,1407,127,1,32,0.06,0.25,2,4,0,5,-4.058893689,-2,1,2,0,1,0,0,1,1
